mac,x,y,z
14-15-92-00-12-91-c4-16,0.6,2.67,11.32
14-15-92-00-12-91-b8-63,1.2,2.67,11.32
14-15-92-00-12-91-bd-65,1.8,2.67,11.32
14-15-92-00-12-91-c2-3c,2.4,2.67,11.32
14-15-92-00-12-91-bd-5c,3.0,2.67,11.32
14-15-92-00-12-91-ce-56,3.6,2.67,11.32
14-15-92-00-12-91-c4-47,4.2,2.67,11.32
14-15-92-00-12-91-c3-3a,4.8,2.67,11.32
14-15-92-00-12-91-ce-00,1.1,0.25,11.32
14-15-92-00-12-91-c1-17,1.1,0.9,11.32
14-15-92-00-12-91-1f-43,1.1,1.55,11.32
14-15-92-00-12-91-c2-c8,1.1,2.2,11.32
14-15-92-00-12-91-af-75,1.55,0.25,11.32
14-15-92-00-12-91-b9-8e,1.55,0.9,11.32
14-15-92-00-12-91-bd-00,1.55,1.55,11.32
14-15-92-00-12-91-bb-e4,1.55,2.2,11.32
14-15-92-00-12-91-c0-13,3.25,0.25,11.32
14-15-92-00-12-91-1f-71,3.25,0.9,11.32
14-15-92-00-12-91-c2-b8,3.25,1.55,11.32
14-15-92-00-12-91-c8-39,3.25,2.2,11.32
14-15-92-00-12-91-b2-ee,3.7,0.25,11.32
14-15-92-00-12-91-bd-79,3.7,0.9,11.32
14-15-92-00-12-91-b7-3b,3.7,1.55,11.32
14-15-92-00-12-91-cd-89,3.7,2.2,11.32
